STATION,NAME,LATITUDE,LONGITUDE,Month,TAVG,TMAX,TMIN,PRCP,DT32,DP01,DP10,DSND,DSNW,Season
US1WAJF0014,"BRINNON 1.7 WSW, WA US",47.66677,-122.92866,3,,,,4.62,,16.5,10.5,,,Spring
US1WAJF0014,"BRINNON 1.7 WSW, WA US",47.66677,-122.92866,4,,,,4.154999999999999,,15.5,7.0,,,Spring
US1WAJF0014,"BRINNON 1.7 WSW, WA US",47.66677,-122.92866,5,,,,2.17,,13.0,5.0,,,Spring
US1WAJF0014,"BRINNON 1.7 WSW, WA US",47.66677,-122.92866,6,,,,1.565,,11.0,4.5,,,Summer
US1WAJF0014,"BRINNON 1.7 WSW, WA US",47.66677,-122.92866,7,,,,0.22999999999999998,,5.0,0.5,,0.0,Summer
US1WAJF0014,"BRINNON 1.7 WSW, WA US",47.66677,-122.92866,8,,,,0.88,,10.0,2.0,,,Summer
US1WAJF0014,"BRINNON 1.7 WSW, WA US",47.66677,-122.92866,9,,,,2.915,,11.5,4.5,,,Autumn
US1WAJF0014,"BRINNON 1.7 WSW, WA US",47.66677,-122.92866,10,,,,6.44,,13.0,9.0,,,Autumn
US1WAJF0014,"BRINNON 1.7 WSW, WA US",47.66677,-122.92866,11,,,,8.2,,16.0,10.0,,,Autumn
US1WAJF0014,"BRINNON 1.7 WSW, WA US",47.66677,-122.92866,12,,,,11.82,,24.0,17.0,,,Winter
US1WAJF0053,"PORT LUDLOW 1.2 SW, WA US",47.915592,-122.702831,2,,,,2.64,,17.0,5.0,,,Winter
US1WAJF0053,"PORT LUDLOW 1.2 SW, WA US",47.915592,-122.702831,3,,,,2.91,,16.0,10.0,,,Spring
US1WAJF0053,"PORT LUDLOW 1.2 SW, WA US",47.915592,-122.702831,4,,,,2.715,,15.5,9.0,,,Spring
US1WAJF0053,"PORT LUDLOW 1.2 SW, WA US",47.915592,-122.702831,5,,,,2.175,,10.5,5.5,,,Spring
US1WAJF0053,"PORT LUDLOW 1.2 SW, WA US",47.915592,-122.702831,6,,,,1.955,,10.5,4.5,,,Summer
US1WAJF0053,"PORT LUDLOW 1.2 SW, WA US",47.915592,-122.702831,7,,,,0.13,,3.5,0.5,,0.0,Summer
US1WAJF0053,"PORT LUDLOW 1.2 SW, WA US",47.915592,-122.702831,8,,,,0.97,,5.0,2.0,,,Summer
US1WAJF0053,"PORT LUDLOW 1.2 SW, WA US",47.915592,-122.702831,9,,,,2.76,,11.0,6.0,,,Autumn
US1WAJF0053,"PORT LUDLOW 1.2 SW, WA US",47.915592,-122.702831,11,,,,5.91,,18.5,9.5,,,Autumn
US1WAJF0053,"PORT LUDLOW 1.2 SW, WA US",47.915592,-122.702831,12,,,,6.1850000000000005,,22.0,9.0,,,Winter
US1WAJF0054,"PORT LUDLOW 1.7 SSE, WA US",47.9021,-122.674151,1,,,,5.785,,23.0,14.0,,,Winter
US1WAJF0054,"PORT LUDLOW 1.7 SSE, WA US",47.9021,-122.674151,2,,,,2.72,,,,,,Winter
US1WAJF0054,"PORT LUDLOW 1.7 SSE, WA US",47.9021,-122.674151,3,,,,3.19,,16.0,9.0,,,Spring
US1WAJF0054,"PORT LUDLOW 1.7 SSE, WA US",47.9021,-122.674151,4,,,,3.12,,20.0,12.0,,,Spring
US1WAJF0054,"PORT LUDLOW 1.7 SSE, WA US",47.9021,-122.674151,5,,,,1.8900000000000001,,12.5,5.5,,,Spring
US1WAJF0054,"PORT LUDLOW 1.7 SSE, WA US",47.9021,-122.674151,6,,,,1.6099999999999999,,11.0,5.0,,,Summer
US1WAJF0054,"PORT LUDLOW 1.7 SSE, WA US",47.9021,-122.674151,7,,,,0.18,,4.0,0.5,,0.0,Summer
US1WAJF0054,"PORT LUDLOW 1.7 SSE, WA US",47.9021,-122.674151,8,,,,1.52,,7.0,3.0,,,Summer
US1WAJF0054,"PORT LUDLOW 1.7 SSE, WA US",47.9021,-122.674151,9,,,,1.96,,9.5,4.0,,,Autumn
US1WAJF0054,"PORT LUDLOW 1.7 SSE, WA US",47.9021,-122.674151,10,,,,1.9,,12.0,5.0,,,Autumn
US1WAJF0054,"PORT LUDLOW 1.7 SSE, WA US",47.9021,-122.674151,11,,,,5.859999999999999,,19.5,10.0,,,Autumn
US1WAJF0054,"PORT LUDLOW 1.7 SSE, WA US",47.9021,-122.674151,12,,,,6.369999999999999,,23.0,12.5,,,Winter
US1WAJF0064,"PORT LUDLOW 0.3 NW, WA US",47.927921,-122.687572,5,,,,3.38,,12.0,8.0,,,Spring
US1WAJF0064,"PORT LUDLOW 0.3 NW, WA US",47.927921,-122.687572,6,,,,2.53,,15.0,5.0,,,Summer
US1WAJF0064,"PORT LUDLOW 0.3 NW, WA US",47.927921,-122.687572,7,,,,0.22,,5.0,1.0,,,Summer
US1WAJF0064,"PORT LUDLOW 0.3 NW, WA US",47.927921,-122.687572,8,,,,2.04,,8.0,4.0,,,Summer
US1WAJF0064,"PORT LUDLOW 0.3 NW, WA US",47.927921,-122.687572,9,,,,1.13,,10.0,3.0,,,Autumn
US1WAJF0064,"PORT LUDLOW 0.3 NW, WA US",47.927921,-122.687572,10,,,,2.19,,17.0,8.0,,,Autumn
US1WAJF0064,"PORT LUDLOW 0.3 NW, WA US",47.927921,-122.687572,11,,,,5.11,,20.0,9.0,,,Autumn
US1WAJF0064,"PORT LUDLOW 0.3 NW, WA US",47.927921,-122.687572,12,,,,6.66,,23.0,13.0,,,Winter
US1WAKG0003,"LAKE FOREST PARK 0.4 W, WA US",47.763558,-122.293917,1,,,,6.09,,24.0,15.0,,,Winter
US1WAKG0003,"LAKE FOREST PARK 0.4 W, WA US",47.763558,-122.293917,2,,,,3.4000000000000004,,19.5,10.5,,,Winter
US1WAKG0003,"LAKE FOREST PARK 0.4 W, WA US",47.763558,-122.293917,3,,,,3.12,,20.0,10.5,,,Spring
US1WAKG0003,"LAKE FOREST PARK 0.4 W, WA US",47.763558,-122.293917,4,,,,2.955,,17.5,10.0,,,Spring
US1WAKG0003,"LAKE FOREST PARK 0.4 W, WA US",47.763558,-122.293917,5,,,,1.8199999999999998,,11.5,5.0,,,Spring
US1WAKG0003,"LAKE FOREST PARK 0.4 W, WA US",47.763558,-122.293917,6,,,,2.02,,10.0,5.5,,,Summer
US1WAKG0003,"LAKE FOREST PARK 0.4 W, WA US",47.763558,-122.293917,7,,,,0.23,,2.0,1.0,,0.0,Summer
US1WAKG0003,"LAKE FOREST PARK 0.4 W, WA US",47.763558,-122.293917,8,,,,1.635,,9.0,2.5,,,Summer
US1WAKG0003,"LAKE FOREST PARK 0.4 W, WA US",47.763558,-122.293917,9,,,,2.5650000000000004,,9.0,5.0,,,Autumn
US1WAKG0003,"LAKE FOREST PARK 0.4 W, WA US",47.763558,-122.293917,10,,,,3.185,,17.0,8.0,,,Autumn
US1WAKG0003,"LAKE FOREST PARK 0.4 W, WA US",47.763558,-122.293917,11,,,,5.585,,19.0,14.5,,,Autumn
US1WAKG0003,"LAKE FOREST PARK 0.4 W, WA US",47.763558,-122.293917,12,,,,8.225,,24.5,15.0,,,Winter
US1WAKG0004,"RENTON 3.2 E, WA US",47.484508,-122.127169,9,,,,1.12,,13.0,4.0,,,Autumn
US1WAKG0004,"RENTON 3.2 E, WA US",47.484508,-122.127169,10,,,,3.09,,17.0,9.0,,,Autumn
US1WAKG0004,"RENTON 3.2 E, WA US",47.484508,-122.127169,11,,,,5.98,,,,,,Autumn
US1WAKG0005,"MERCER ISLAND 1.5 NW, WA US",47.5859,-122.2509,1,,,,5.305,,21.0,15.0,0.0,0.0,Winter
US1WAKG0005,"MERCER ISLAND 1.5 NW, WA US",47.5859,-122.2509,2,,,,3.365,,17.0,12.0,0.5,0.5,Winter
US1WAKG0005,"MERCER ISLAND 1.5 NW, WA US",47.5859,-122.2509,3,,,,3.0,,16.5,10.0,0.0,0.0,Spring
US1WAKG0005,"MERCER ISLAND 1.5 NW, WA US",47.5859,-122.2509,4,,,,2.975,,16.5,9.0,0.0,0.0,Spring
US1WAKG0005,"MERCER ISLAND 1.5 NW, WA US",47.5859,-122.2509,5,,,,1.515,,9.0,5.0,0.0,0.0,Spring
US1WAKG0005,"MERCER ISLAND 1.5 NW, WA US",47.5859,-122.2509,6,,,,1.5,,9.0,5.0,0.0,0.0,Summer
US1WAKG0005,"MERCER ISLAND 1.5 NW, WA US",47.5859,-122.2509,7,,,,0.165,,1.5,1.0,0.0,0.0,Summer
US1WAKG0005,"MERCER ISLAND 1.5 NW, WA US",47.5859,-122.2509,8,,,,0.39,,5.0,2.0,0.0,0.0,Summer
US1WAKG0005,"MERCER ISLAND 1.5 NW, WA US",47.5859,-122.2509,9,,,,3.88,,12.0,7.0,0.0,0.0,Autumn
US1WAKG0005,"MERCER ISLAND 1.5 NW, WA US",47.5859,-122.2509,10,,,,3.09,,14.0,6.0,0.0,0.0,Autumn
US1WAKG0005,"MERCER ISLAND 1.5 NW, WA US",47.5859,-122.2509,11,,,,4.92,,14.0,14.0,0.0,0.0,Autumn
US1WAKG0005,"MERCER ISLAND 1.5 NW, WA US",47.5859,-122.2509,12,,,,8.9,,21.0,15.0,0.0,0.0,Winter
US1WAKG0009,"KENT 2.9 ENE, WA US",47.408881,-122.180106,1,,,,5.29,,21.5,14.5,,,Winter
US1WAKG0009,"KENT 2.9 ENE, WA US",47.408881,-122.180106,2,,,,3.22,,19.0,10.0,,,Winter
US1WAKG0009,"KENT 2.9 ENE, WA US",47.408881,-122.180106,3,,,,2.2649999999999997,,18.0,9.0,,,Spring
US1WAKG0009,"KENT 2.9 ENE, WA US",47.408881,-122.180106,4,,,,3.71,,17.5,10.0,,,Spring
US1WAKG0009,"KENT 2.9 ENE, WA US",47.408881,-122.180106,5,,,,1.85,,11.0,4.0,,,Spring
US1WAKG0009,"KENT 2.9 ENE, WA US",47.408881,-122.180106,6,,,,1.76,,9.5,4.5,,,Summer
US1WAKG0009,"KENT 2.9 ENE, WA US",47.408881,-122.180106,7,,,,0.095,,1.0,0.5,,0.0,Summer
US1WAKG0009,"KENT 2.9 ENE, WA US",47.408881,-122.180106,8,,,,1.71,,8.5,5.0,,,Summer
US1WAKG0009,"KENT 2.9 ENE, WA US",47.408881,-122.180106,9,,,,2.575,,10.5,6.5,,,Autumn
US1WAKG0009,"KENT 2.9 ENE, WA US",47.408881,-122.180106,10,,,,3.295,,15.5,8.0,,,Autumn
US1WAKG0009,"KENT 2.9 ENE, WA US",47.408881,-122.180106,11,,,,5.529999999999999,,20.5,13.5,,,Autumn
US1WAKG0009,"KENT 2.9 ENE, WA US",47.408881,-122.180106,12,,,,7.715,,22.5,15.5,,,Winter
US1WAKG0033,"SHERIDAN BEACH 3.7 S, WA US",47.692402,-122.298027,1,,,,5.199999999999999,,22.5,13.0,0.0,0.0,Winter
US1WAKG0033,"SHERIDAN BEACH 3.7 S, WA US",47.692402,-122.298027,2,,,,2.635,,17.0,9.5,0.0,0.5,Winter
US1WAKG0033,"SHERIDAN BEACH 3.7 S, WA US",47.692402,-122.298027,3,,,,2.61,,16.5,8.5,0.0,0.0,Spring
US1WAKG0033,"SHERIDAN BEACH 3.7 S, WA US",47.692402,-122.298027,4,,,,2.5549999999999997,,17.5,9.0,0.0,0.0,Spring
US1WAKG0033,"SHERIDAN BEACH 3.7 S, WA US",47.692402,-122.298027,5,,,,1.5350000000000001,,11.0,5.0,0.0,0.0,Spring
US1WAKG0033,"SHERIDAN BEACH 3.7 S, WA US",47.692402,-122.298027,6,,,,1.245,,9.0,5.0,0.0,0.0,Summer
US1WAKG0033,"SHERIDAN BEACH 3.7 S, WA US",47.692402,-122.298027,7,,,,0.125,,1.5,0.5,0.0,0.0,Summer
US1WAKG0033,"SHERIDAN BEACH 3.7 S, WA US",47.692402,-122.298027,8,,,,1.4,,6.5,3.0,0.0,0.0,Summer
US1WAKG0033,"SHERIDAN BEACH 3.7 S, WA US",47.692402,-122.298027,9,,,,2.565,,9.5,5.0,0.0,0.0,Autumn
US1WAKG0033,"SHERIDAN BEACH 3.7 S, WA US",47.692402,-122.298027,10,,,,3.355,,15.0,7.5,0.0,0.0,Autumn
US1WAKG0033,"SHERIDAN BEACH 3.7 S, WA US",47.692402,-122.298027,11,,,,5.34,,18.5,11.0,0.0,0.0,Autumn
US1WAKG0033,"SHERIDAN BEACH 3.7 S, WA US",47.692402,-122.298027,12,,,,8.79,,22.0,16.0,0.0,0.0,Winter
US1WAKG0035,"WOODINVILLE 1.7 SE, WA US",47.729542,-122.08357,1,,,,6.475,,25.0,15.0,,,Winter
US1WAKG0035,"WOODINVILLE 1.7 SE, WA US",47.729542,-122.08357,2,,,,3.745,,20.5,11.0,,,Winter
US1WAKG0035,"WOODINVILLE 1.7 SE, WA US",47.729542,-122.08357,3,,,,3.7199999999999998,,19.0,12.0,,,Spring
US1WAKG0035,"WOODINVILLE 1.7 SE, WA US",47.729542,-122.08357,4,,,,3.485,,18.5,11.0,,,Spring
US1WAKG0035,"WOODINVILLE 1.7 SE, WA US",47.729542,-122.08357,5,,,,2.59,,12.0,5.5,,,Spring
US1WAKG0035,"WOODINVILLE 1.7 SE, WA US",47.729542,-122.08357,6,,,,1.9300000000000002,,10.0,7.5,,,Summer
US1WAKG0035,"WOODINVILLE 1.7 SE, WA US",47.729542,-122.08357,7,,,,0.29500000000000004,,3.0,1.0,,0.0,Summer
US1WAKG0035,"WOODINVILLE 1.7 SE, WA US",47.729542,-122.08357,8,,,,2.205,,9.0,4.5,,,Summer
US1WAKG0035,"WOODINVILLE 1.7 SE, WA US",47.729542,-122.08357,9,,,,3.805,,14.0,6.5,,,Autumn
US1WAKG0035,"WOODINVILLE 1.7 SE, WA US",47.729542,-122.08357,10,,,,3.7199999999999998,,19.5,10.5,,,Autumn
US1WAKG0035,"WOODINVILLE 1.7 SE, WA US",47.729542,-122.08357,11,,,,6.1899999999999995,,21.0,14.5,,,Autumn
US1WAKG0035,"WOODINVILLE 1.7 SE, WA US",47.729542,-122.08357,12,,,,6.67,,24.0,15.0,,,Winter
US1WAKG0041,"RENTON 3.6 SSE, WA US",47.433191,-122.17037,1,,,,4.77,,21.5,15.5,0.0,0.0,Winter
US1WAKG0041,"RENTON 3.6 SSE, WA US",47.433191,-122.17037,2,,,,2.59,,17.5,9.5,0.0,0.0,Winter
US1WAKG0041,"RENTON 3.6 SSE, WA US",47.433191,-122.17037,3,,,,2.495,,15.5,9.5,0.0,0.0,Spring
US1WAKG0041,"RENTON 3.6 SSE, WA US",47.433191,-122.17037,4,,,,3.36,,16.0,10.0,0.0,0.0,Spring
US1WAKG0041,"RENTON 3.6 SSE, WA US",47.433191,-122.17037,5,,,,1.7799999999999998,,9.0,5.0,0.0,0.0,Spring
US1WAKG0041,"RENTON 3.6 SSE, WA US",47.433191,-122.17037,6,,,,1.53,,8.0,3.5,0.0,0.0,Summer
US1WAKG0041,"RENTON 3.6 SSE, WA US",47.433191,-122.17037,7,,,,0.115,,1.0,1.0,0.0,0.0,Summer
US1WAKG0041,"RENTON 3.6 SSE, WA US",47.433191,-122.17037,8,,,,1.77,,7.0,5.0,0.0,0.0,Summer
US1WAKG0041,"RENTON 3.6 SSE, WA US",47.433191,-122.17037,9,,,,2.265,,9.5,6.0,0.0,0.0,Autumn
US1WAKG0041,"RENTON 3.6 SSE, WA US",47.433191,-122.17037,10,,,,2.9800000000000004,,12.0,6.0,0.0,0.0,Autumn
US1WAKG0041,"RENTON 3.6 SSE, WA US",47.433191,-122.17037,11,,,,4.925,,17.0,13.5,0.0,0.0,Autumn
US1WAKG0041,"RENTON 3.6 SSE, WA US",47.433191,-122.17037,12,,,,6.995000000000001,,18.5,13.5,0.0,0.0,Winter
US1WAKG0051,"KENMORE 0.9 WNW, WA US",47.771401,-122.258461,1,,,,6.205,,21.5,14.0,,,Winter
US1WAKG0051,"KENMORE 0.9 WNW, WA US",47.771401,-122.258461,2,,,,3.58,,16.0,8.0,,,Winter
US1WAKG0051,"KENMORE 0.9 WNW, WA US",47.771401,-122.258461,3,,,,3.105,,,,,,Spring
US1WAKG0051,"KENMORE 0.9 WNW, WA US",47.771401,-122.258461,4,,,,3.13,,11.0,7.0,,,Spring
US1WAKG0051,"KENMORE 0.9 WNW, WA US",47.771401,-122.258461,5,,,,2.205,,6.0,4.0,,,Spring
US1WAKG0051,"KENMORE 0.9 WNW, WA US",47.771401,-122.258461,6,,,,2.01,,10.0,5.0,,,Summer
US1WAKG0051,"KENMORE 0.9 WNW, WA US",47.771401,-122.258461,7,,,,0.31,,2.5,1.0,,0.0,Summer
US1WAKG0051,"KENMORE 0.9 WNW, WA US",47.771401,-122.258461,8,,,,1.9300000000000002,,6.5,3.5,,,Summer
US1WAKG0051,"KENMORE 0.9 WNW, WA US",47.771401,-122.258461,11,,,,5.445,,14.0,11.0,,,Autumn
US1WAKG0051,"KENMORE 0.9 WNW, WA US",47.771401,-122.258461,12,,,,8.275,,23.0,15.0,,,Winter
US1WAKG0061,"REDMOND 3.7 N, WA US",47.727397,-122.102078,1,,,,6.795,,26.0,15.5,,,Winter
US1WAKG0061,"REDMOND 3.7 N, WA US",47.727397,-122.102078,2,,,,3.815,,18.0,11.5,,,Winter
US1WAKG0061,"REDMOND 3.7 N, WA US",47.727397,-122.102078,3,,,,3.91,,17.0,12.0,,,Spring
US1WAKG0061,"REDMOND 3.7 N, WA US",47.727397,-122.102078,4,,,,3.72,,18.0,10.0,,,Spring
US1WAKG0061,"REDMOND 3.7 N, WA US",47.727397,-122.102078,5,,,,2.5700000000000003,,12.0,5.0,,,Spring
US1WAKG0061,"REDMOND 3.7 N, WA US",47.727397,-122.102078,6,,,,2.035,,10.5,5.5,,,Summer
US1WAKG0061,"REDMOND 3.7 N, WA US",47.727397,-122.102078,7,,,,0.225,,2.0,0.5,,0.0,Summer
US1WAKG0061,"REDMOND 3.7 N, WA US",47.727397,-122.102078,8,,,,1.9700000000000002,,8.5,5.0,,,Summer
US1WAKG0061,"REDMOND 3.7 N, WA US",47.727397,-122.102078,9,,,,6.53,,13.0,8.0,,,Autumn
US1WAKG0061,"REDMOND 3.7 N, WA US",47.727397,-122.102078,11,,,,6.07,,26.0,18.0,,,Autumn
US1WAKG0061,"REDMOND 3.7 N, WA US",47.727397,-122.102078,12,,,,6.91,,22.0,12.0,,,Winter
US1WAKG0065,"BELLEVUE 1.8 W, WA US",47.604565,-122.193107,1,,,,4.4,,21.0,11.0,,,Winter
US1WAKG0065,"BELLEVUE 1.8 W, WA US",47.604565,-122.193107,2,,,,2.7,,15.0,11.0,,,Winter
US1WAKG0065,"BELLEVUE 1.8 W, WA US",47.604565,-122.193107,3,,,,2.9,,18.0,11.0,,,Spring
US1WAKG0065,"BELLEVUE 1.8 W, WA US",47.604565,-122.193107,4,,,,4.48,,21.0,12.0,,,Spring
US1WAKG0065,"BELLEVUE 1.8 W, WA US",47.604565,-122.193107,5,,,,1.18,,9.0,3.0,,,Spring
US1WAKG0065,"BELLEVUE 1.8 W, WA US",47.604565,-122.193107,6,,,,1.8,,8.0,6.0,,,Summer
US1WAKG0065,"BELLEVUE 1.8 W, WA US",47.604565,-122.193107,7,,,,0.21,,1.0,1.0,,0.0,Summer
US1WAKG0065,"BELLEVUE 1.8 W, WA US",47.604565,-122.193107,8,,,,0.53,,4.0,2.0,,,Summer
US1WAKG0070,"AUBURN 8.2 SE, WA US",47.264286,-122.066578,2,,,,3.86,,,,,,Winter
US1WAKG0070,"AUBURN 8.2 SE, WA US",47.264286,-122.066578,3,,,,2.74,,18.5,8.0,,,Spring
US1WAKG0070,"AUBURN 8.2 SE, WA US",47.264286,-122.066578,4,,,,3.685,,17.5,10.0,,,Spring
US1WAKG0070,"AUBURN 8.2 SE, WA US",47.264286,-122.066578,5,,,,1.66,,8.0,5.0,,,Spring
US1WAKG0070,"AUBURN 8.2 SE, WA US",47.264286,-122.066578,6,,,,2.69,,9.5,6.0,,,Summer
US1WAKG0070,"AUBURN 8.2 SE, WA US",47.264286,-122.066578,7,,,,0.36,,4.0,1.0,,,Summer
US1WAKG0070,"AUBURN 8.2 SE, WA US",47.264286,-122.066578,8,,,,2.22,,10.0,6.0,,,Summer
US1WAKG0070,"AUBURN 8.2 SE, WA US",47.264286,-122.066578,9,,,,2.7750000000000004,,14.5,7.0,,,Autumn
US1WAKG0070,"AUBURN 8.2 SE, WA US",47.264286,-122.066578,10,,,,3.53,,17.0,6.0,,,Autumn
US1WAKG0070,"AUBURN 8.2 SE, WA US",47.264286,-122.066578,11,,,,6.8,,15.0,12.0,,,Autumn
US1WAKG0070,"AUBURN 8.2 SE, WA US",47.264286,-122.066578,12,,,,8.145,,21.5,14.5,,,Winter
US1WAKG0072,"SEATTLE 4.2 SW, WA US",47.577384,-122.412039,1,,,,5.574999999999999,,21.0,13.0,,,Winter
US1WAKG0072,"SEATTLE 4.2 SW, WA US",47.577384,-122.412039,2,,,,2.29,,13.0,9.0,,,Winter
US1WAKG0072,"SEATTLE 4.2 SW, WA US",47.577384,-122.412039,3,,,,2.4,,14.0,8.0,,,Spring
US1WAKG0072,"SEATTLE 4.2 SW, WA US",47.577384,-122.412039,4,,,,2.23,,15.0,6.5,,,Spring
US1WAKG0072,"SEATTLE 4.2 SW, WA US",47.577384,-122.412039,5,,,,1.65,,12.0,5.0,,,Spring
US1WAKG0072,"SEATTLE 4.2 SW, WA US",47.577384,-122.412039,7,,,,0.05,,1.0,0.0,,0.0,Summer
US1WAKG0072,"SEATTLE 4.2 SW, WA US",47.577384,-122.412039,8,,,,1.84,,6.0,6.0,,,Summer
US1WAKG0072,"SEATTLE 4.2 SW, WA US",47.577384,-122.412039,9,,,,1.86,,8.0,3.5,,,Autumn
US1WAKG0072,"SEATTLE 4.2 SW, WA US",47.577384,-122.412039,10,,,,2.1,,10.5,4.5,,,Autumn
US1WAKG0072,"SEATTLE 4.2 SW, WA US",47.577384,-122.412039,11,,,,5.22,,18.0,13.5,,,Autumn
US1WAKG0076,"LAKELAND NORTH 0.5 ENE, WA US",47.3308,-122.2673,1,,,,5.095,,20.5,14.0,,,Winter
US1WAKG0076,"LAKELAND NORTH 0.5 ENE, WA US",47.3308,-122.2673,2,,,,3.285,,15.0,10.5,,,Winter
US1WAKG0076,"LAKELAND NORTH 0.5 ENE, WA US",47.3308,-122.2673,3,,,,2.175,,15.0,7.5,,,Spring
US1WAKG0076,"LAKELAND NORTH 0.5 ENE, WA US",47.3308,-122.2673,4,,,,3.7,,15.0,11.0,,,Spring
US1WAKG0076,"LAKELAND NORTH 0.5 ENE, WA US",47.3308,-122.2673,5,,,,1.78,,9.5,5.0,,,Spring
US1WAKG0076,"LAKELAND NORTH 0.5 ENE, WA US",47.3308,-122.2673,6,,,,1.145,,6.5,3.5,,0.0,Summer
US1WAKG0076,"LAKELAND NORTH 0.5 ENE, WA US",47.3308,-122.2673,7,,,,0.16,,2.0,1.0,,0.0,Summer
US1WAKG0076,"LAKELAND NORTH 0.5 ENE, WA US",47.3308,-122.2673,8,,,,1.475,,5.5,3.5,,0.0,Summer
US1WAKG0076,"LAKELAND NORTH 0.5 ENE, WA US",47.3308,-122.2673,9,,,,2.42,,9.0,6.0,,0.0,Autumn
